,id,contains index,contains annotations,volume count,volumes,unenumed volumes
450,PAE66CDE3,Yes,Yes,3.0,"OrderedDict([('Title', ['segment']), ('Chapter I: Nidāna', ['segment']), ('Chapter II: Praṇidhānacaryā', ['segment'])])","OrderedDict([('Title', []), ('Chapter I: Nidāna', []), ('Chapter II: Praṇidhānacaryā', [])])"
451,P414B490F,Yes,Yes,3.0,"OrderedDict([('Title', ['segment']), ('Chapter I: Nidāna', ['segment']), ('Chapter II: Praṇidhānacaryā', ['segment'])])","OrderedDict([('Title', []), ('Chapter I: Nidāna', []), ('Chapter II: Praṇidhānacaryā', [])])"
452,PB8C2D4C4,Yes,Yes,3.0,"OrderedDict([('Title', ['segment']), ('Chapter I: Nidāna', ['segment']), ('Chapter II: Praṇidhānacaryā', ['segment'])])","OrderedDict([('Title', []), ('Chapter I: Nidāna', []), ('Chapter II: Praṇidhānacaryā', [])])"
453,PD4601D3F,Yes,Yes,3.0,"OrderedDict([('Title', ['segment']), ('Chapter I: Nidāna', ['segment']), ('Chapter II: Praṇidhānacaryā', ['segment'])])","OrderedDict([('Title', []), ('Chapter I: Nidāna', []), ('Chapter II: Praṇidhānacaryā', [])])"
454,P27DAA76A,Yes,Yes,3.0,"OrderedDict([('Nidāna', ['segment']), ('Title', ['segment']), ('Samantabhadra', ['segment'])])","OrderedDict([('Nidāna', []), ('Title', []), ('Samantabhadra', [])])"
455,PE6F36344,Yes,Yes,3.0,"OrderedDict([('Nidāna', ['segment']), ('Title', ['segment']), ('Samantabhadra', ['segment'])])","OrderedDict([('Nidāna', []), ('Title', []), ('Samantabhadra', [])])"
456,P5D26262E,Yes,Yes,3.0,"OrderedDict([('Nidāna', ['segment']), ('Title', ['segment']), ('Samantabhadra', ['segment'])])","OrderedDict([('Nidāna', []), ('Title', []), ('Samantabhadra', [])])"
457,PC6F38881,Yes,Yes,3.0,"OrderedDict([('Piṇḍoddāna', ['segment']), ('Title', ['segment']), ('Introductory verses', ['segment'])])","OrderedDict([('Piṇḍoddāna', []), ('Title', []), ('Introductory verses', [])])"
458,PF7FFBF86,Yes,Yes,3.0,"OrderedDict([('Piṇḍoddāna', ['segment']), ('Title', ['segment']), ('Introductory verses', ['segment'])])","OrderedDict([('Piṇḍoddāna', []), ('Title', []), ('Introductory verses', [])])"
459,PF1C00644,Yes,Yes,29.0,"OrderedDict([('Bodily imperfections', ['segment']), ('The conversion of Koṣṭhila', ['segment']), ('Why Saṃgharakṣita was born in a rich family', ['segment']), ('Nāgakumārāvadāna', ['segment']), ('Rule against ordination of Tīrthkas', ['segment']), ('Historical events', ['segment']), ('Antaroddāna', ['segment']), ('Why Śāriputra was neither rich nor poor', ['segment']), ('Why Maudgalyāna has magical power 1', ['segment']), ('Śāriputra', ['segment']), ('CII_Teacher I, Pūraṇa Kāśyapa', ['segment']), ('Uddāna', ['segment']), ('ānantaryāni karmāṇi, pārājika, utkṣepaṇīya', ['segment']), ('CII_Teacher III, Saṃjayin Vairaṭīputra', ['segment']), ('Pravrajyavastupiṇḍoddāna', ['segment']), ('Why Koṣṭhila is pratisaṃvedin', ['segment']), ('Nāgakumāra', ['segment']), ('CI_Śāriputra and Mahāmaudgalyāyana', ['segment']), ('CIII_Buddha in Vaiśālī', ['segment']), ('Why Śāriputra was wise 2', ['segment']), ('Mātṛghātaka', ['segment']), ('Why Śāriputra was wise 1', ['segment']), ('Why Maudgalyāna has magical power 2', ['segment']), ('Rules for pravrajyā and upasaṃpadā', ['segment']), ('CII_Teacher II, Maskarin Gośālīputra', ['segment']), ('Maudgalyāyana’s journey to Hell and Heaven', ['segment']), ('The conversion of Maudgalyāyana and Śāriputra', ['segment']), ('Ānanda’s two nephews', ['segment']), ('Buddha’s smile', ['segment'])])","OrderedDict([('Bodily imperfections', []), ('The conversion of Koṣṭhila', []), ('Why Saṃgharakṣita was born in a rich family', []), ('Nāgakumārāvadāna', []), ('Rule against ordination of Tīrthkas', []), ('Historical events', []), ('Antaroddāna', []), ('Why Śāriputra was neither rich nor poor', []), ('Why Maudgalyāna has magical power 1', []), ('Śāriputra', []), ('CII_Teacher I, Pūraṇa Kāśyapa', []), ('Uddāna', []), ('ānantaryāni karmāṇi, pārājika, utkṣepaṇīya', []), ('CII_Teacher III, Saṃjayin Vairaṭīputra', []), ('Pravrajyavastupiṇḍoddāna', []), ('Why Koṣṭhila is pratisaṃvedin', []), ('Nāgakumāra', []), ('CI_Śāriputra and Mahāmaudgalyāyana', []), ('CIII_Buddha in Vaiśālī', []), ('Why Śāriputra was wise 2', []), ('Mātṛghātaka', []), ('Why Śāriputra was wise 1', []), ('Why Maudgalyāna has magical power 2', []), ('Rules for pravrajyā and upasaṃpadā', []), ('CII_Teacher II, Maskarin Gośālīputra', []), ('Maudgalyāyana’s journey to Hell and Heaven', []), ('The conversion of Maudgalyāyana and Śāriputra', []), ('Ānanda’s two nephews', []), ('Buddha’s smile', [])])"
460,P07DCCE3D,Yes,Yes,30.0,"OrderedDict([('Bodily imperfections', ['segment']), ('The conversion of Koṣṭhila', ['segment']), ('Why Saṃgharakṣita was born in a rich family', ['segment']), ('Nāgakumārāvadāna', ['segment']), ('Rule against ordination of Tīrthkas', ['segment']), ('Historical events', ['segment']), ('Antaroddāna', ['segment']), ('Why Śāriputra was neither rich nor poor', ['segment']), ('Why Maudgalyāna has magical power 1', ['segment']), ('Śāriputra', ['segment']), ('CII_Teacher I, Pūraṇa Kāśyapa', ['segment']), ('Uddāna', ['segment']), ('ānantaryāni karmāṇi, pārājika, utkṣepaṇīya', ['segment']), ('CII_Teacher III, Saṃjayin Vairaṭīputra', ['segment']), ('Pravrajyavastupiṇḍoddāna', ['segment']), ('Why Koṣṭhila is pratisaṃvedin', ['segment']), ('Nāgakumāra', ['segment']), ('CI_Śāriputra and Mahāmaudgalyāyana', ['segment']), ('CIII_Buddha in Vaiśālī', ['segment']), ('Why Śāriputra was wise 2', ['segment']), ('Mātṛghātaka', ['segment']), ('Pitṛghātaka', ['segment']), ('Why Śāriputra was wise 1', ['segment']), ('Why Maudgalyāna has magical power 2', ['segment']), ('Rules for pravrajyā and upasaṃpadā', ['segment']), ('CII_Teacher II, Maskarin Gośālīputra', ['segment']), ('Maudgalyāyana’s journey to Hell and Heaven', ['segment']), ('The conversion of Maudgalyāyana and Śāriputra', ['segment']), ('Ānanda’s two nephews', ['segment']), ('Buddha’s smile', ['segment'])])","OrderedDict([('Bodily imperfections', []), ('The conversion of Koṣṭhila', []), ('Why Saṃgharakṣita was born in a rich family', []), ('Nāgakumārāvadāna', []), ('Rule against ordination of Tīrthkas', []), ('Historical events', []), ('Antaroddāna', []), ('Why Śāriputra was neither rich nor poor', []), ('Why Maudgalyāna has magical power 1', []), ('Śāriputra', []), ('CII_Teacher I, Pūraṇa Kāśyapa', []), ('Uddāna', []), ('ānantaryāni karmāṇi, pārājika, utkṣepaṇīya', []), ('CII_Teacher III, Saṃjayin Vairaṭīputra', []), ('Pravrajyavastupiṇḍoddāna', []), ('Why Koṣṭhila is pratisaṃvedin', []), ('Nāgakumāra', []), ('CI_Śāriputra and Mahāmaudgalyāyana', []), ('CIII_Buddha in Vaiśālī', []), ('Why Śāriputra was wise 2', []), ('Mātṛghātaka', []), ('Pitṛghātaka', []), ('Why Śāriputra was wise 1', []), ('Why Maudgalyāna has magical power 2', []), ('Rules for pravrajyā and upasaṃpadā', []), ('CII_Teacher II, Maskarin Gośālīputra', []), ('Maudgalyāyana’s journey to Hell and Heaven', []), ('The conversion of Maudgalyāyana and Śāriputra', []), ('Ānanda’s two nephews', []), ('Buddha’s smile', [])])"
461,P9FF403FA,Yes,Yes,95.0,"OrderedDict([('CIII_c1', ['segment']), ('CIII_b1-8', ['segment']), ('CIII_c24', ['segment']), ('CIII_c23', ['segment']), ('CIII_C22', ['segment']), ('CIII_a1-9', ['segment']), ('CIII_Kapphiṇa', ['segment']), ('CIII_c11', ['segment']), ('CIII_c21', ['segment']), ('CIII_Sāntarbahirmukhī Sīmā', ['segment']), ('CIII_Purity of a sick monk', ['segment']), ('CIII_c16', ['segment']), ('CII_Dakṣiṇā', ['segment']), ('CII_Prahāṇapratijāgraka, more', ['segment']), ('CII_After meditation', ['segment']), ('CIII_Definition of poṣadha', ['segment']), ('CIII_Definition of kriyā', ['segment']), ('CIII_C25', ['segment']), ('CIII_b1-12', ['segment']), ('CIII_C19-27', ['segment']), ('CIII_B19-27', ['segment']), ('CIII_Upālin', ['segment']), ('CIII_c14', ['segment']), ('CIII_Uddāna', ['segment']), ('CII_Tṛdaṇḍaka', ['segment']), ('CIII_Poṣadha for few monks, agreement', ['segment']), ('CIII_C1-9', ['segment']), ('CIII_Captured by a king', ['segment']), ('CIII_c4', ['segment']), ('CIII_c5', ['segment']), ('CIII_Prātimokṣasūtroddeśāḥ', ['segment']), ('CIII_c7', ['segment']), ('CIII_Where to go and not to go during the Poṣadha day', ['segment']), ('CIII_Monks spiritually hindered', ['segment']), ('CIII_c6', ['segment']), ('CIII_B1-9', ['segment']), ('CIII_c12', ['segment']), ('CIII_C24', ['segment']), ('Introduction', ['segment']), ('CIII_Nidāna', ['segment']), ('CII_Āsana', ['segment']), ('CIII_Mahatī Sīmā', ['segment']), ('CIII_Saṃghasthavira recites', ['segment']), ('CIII_c10', ['segment']), ('CIII_c17', ['segment']), ('CII_The gong', ['segment']), ('CIII_a1-8', ['segment']), ('CIII_C26', ['segment']), ('CIII_c22', ['segment']), ('CIII_Admission of wrongdoings', ['segment']), ('CIII_Poṣadhāmukha', ['segment']), ('CII_Duties', ['segment']), ('CIII_Antaroddāna', ['segment']), ('CIII_C27', ['segment']), ('CIII_Relations of visiting and resident monks during the Poṣadha', ['segment']), ('CIII_b9-16', ['segment']), ('CII_Resting', ['segment']), ('CIII_c18', ['segment']), ('CII_More meditation rooms', ['segment']), ('CIII_A9-18', ['segment']), ('CIII_c20', ['segment']), ('CII_Place of meditation', ['segment']), ('CII_Not sleeping', ['segment']), ('CIII_C23', ['segment']), ('CII_Choice', ['segment']), ('CIII_Agreement of a sick monk', ['segment']), ('CIII_Persons who disturb the Poṣadha', ['segment']), ('CIII_a10-21', ['segment']), ('CIII_b17-23', ['segment']), ('CII_Ordering of niṣadyā, kriyā and poṣadha', ['segment']), ('CII_Definition of niṣadyā', ['segment']), ('CII_Rules for meditation', ['segment']), ('CIII_Reception of learned monks', ['segment']), ('CI_Uddāna', ['segment']), ('CIII_Poṣadhakarmāṇi', ['segment']), ('CIII_c13', ['segment']), ('CIII_c9', ['segment']), ('CIII_c3', ['segment']), ('CIII_c8', ['segment']), ('CIII_C21', ['segment']), ('CIII_Poṣadha for few monks, purity', ['segment']), ('CIII_B10-18', ['segment']), ('CII_Prahāṇaśālā', ['segment']), ('CIII_A19-27', ['segment']), ('CIII_c19', ['segment']), ('CIII_C20', ['segment']), ('CIII_C10-18', ['segment']), ('CIII_Prātimokṣoddeśa', ['segment']), ('CIII_c15', ['segment']), ('CII_Qualities', ['segment']), ('CIII_Date of Poṣadha', ['segment']), ('CIII_Khuḍḍalikā Sīmā', ['segment']), ('CIII_c1-12', ['segment']), ('CIII_A1-9', ['segment']), ('CIII_c2', ['segment'])])","OrderedDict([('CIII_c1', []), ('CIII_b1-8', []), ('CIII_c24', []), ('CIII_c23', []), ('CIII_C22', []), ('CIII_a1-9', []), ('CIII_Kapphiṇa', []), ('CIII_c11', []), ('CIII_c21', []), ('CIII_Sāntarbahirmukhī Sīmā', []), ('CIII_Purity of a sick monk', []), ('CIII_c16', []), ('CII_Dakṣiṇā', []), ('CII_Prahāṇapratijāgraka, more', []), ('CII_After meditation', []), ('CIII_Definition of poṣadha', []), ('CIII_Definition of kriyā', []), ('CIII_C25', []), ('CIII_b1-12', []), ('CIII_C19-27', []), ('CIII_B19-27', []), ('CIII_Upālin', []), ('CIII_c14', []), ('CIII_Uddāna', []), ('CII_Tṛdaṇḍaka', []), ('CIII_Poṣadha for few monks, agreement', []), ('CIII_C1-9', []), ('CIII_Captured by a king', []), ('CIII_c4', []), ('CIII_c5', []), ('CIII_Prātimokṣasūtroddeśāḥ', []), ('CIII_c7', []), ('CIII_Where to go and not to go during the Poṣadha day', []), ('CIII_Monks spiritually hindered', []), ('CIII_c6', []), ('CIII_B1-9', []), ('CIII_c12', []), ('CIII_C24', []), ('Introduction', []), ('CIII_Nidāna', []), ('CII_Āsana', []), ('CIII_Mahatī Sīmā', []), ('CIII_Saṃghasthavira recites', []), ('CIII_c10', []), ('CIII_c17', []), ('CII_The gong', []), ('CIII_a1-8', []), ('CIII_C26', []), ('CIII_c22', []), ('CIII_Admission of wrongdoings', []), ('CIII_Poṣadhāmukha', []), ('CII_Duties', []), ('CIII_Antaroddāna', []), ('CIII_C27', []), ('CIII_Relations of visiting and resident monks during the Poṣadha', []), ('CIII_b9-16', []), ('CII_Resting', []), ('CIII_c18', []), ('CII_More meditation rooms', []), ('CIII_A9-18', []), ('CIII_c20', []), ('CII_Place of meditation', []), ('CII_Not sleeping', []), ('CIII_C23', []), ('CII_Choice', []), ('CIII_Agreement of a sick monk', []), ('CIII_Persons who disturb the Poṣadha', []), ('CIII_a10-21', []), ('CIII_b17-23', []), ('CII_Ordering of niṣadyā, kriyā and poṣadha', []), ('CII_Definition of niṣadyā', []), ('CII_Rules for meditation', []), ('CIII_Reception of learned monks', []), ('CI_Uddāna', []), ('CIII_Poṣadhakarmāṇi', []), ('CIII_c13', []), ('CIII_c9', []), ('CIII_c3', []), ('CIII_c8', []), ('CIII_C21', []), ('CIII_Poṣadha for few monks, purity', []), ('CIII_B10-18', []), ('CII_Prahāṇaśālā', []), ('CIII_A19-27', []), ('CIII_c19', []), ('CIII_C20', []), ('CIII_C10-18', []), ('CIII_Prātimokṣoddeśa', []), ('CIII_c15', []), ('CII_Qualities', []), ('CIII_Date of Poṣadha', []), ('CIII_Khuḍḍalikā Sīmā', []), ('CIII_c1-12', []), ('CIII_A1-9', []), ('CIII_c2', [])])"
462,P7AD3904D,Yes,Yes,95.0,"OrderedDict([('CIII_c1', ['segment']), ('CIII_b1-8', ['segment']), ('CIII_c24', ['segment']), ('CIII_c23', ['segment']), ('CIII_C22', ['segment']), ('CIII_a1-9', ['segment']), ('CIII_Kapphiṇa', ['segment']), ('CIII_c11', ['segment']), ('CIII_c21', ['segment']), ('CIII_Sāntarbahirmukhī Sīmā', ['segment']), ('CIII_Purity of a sick monk', ['segment']), ('CIII_c16', ['segment']), ('CII_Dakṣiṇā', ['segment']), ('CII_Prahāṇapratijāgraka, more', ['segment']), ('CII_After meditation', ['segment']), ('CIII_Definition of poṣadha', ['segment']), ('CIII_Definition of kriyā', ['segment']), ('CIII_C25', ['segment']), ('CIII_b1-12', ['segment']), ('CIII_C19-27', ['segment']), ('CIII_B19-27', ['segment']), ('CIII_Upālin', ['segment']), ('CIII_c14', ['segment']), ('CIII_Uddāna', ['segment']), ('CII_Tṛdaṇḍaka', ['segment']), ('CIII_Poṣadha for few monks, agreement', ['segment']), ('CIII_C1-9', ['segment']), ('CIII_Captured by a king', ['segment']), ('CIII_c4', ['segment']), ('CIII_c5', ['segment']), ('CIII_Prātimokṣasūtroddeśāḥ', ['segment']), ('CIII_c7', ['segment']), ('CIII_Where to go and not to go during the Poṣadha day', ['segment']), ('CIII_Monks spiritually hindered', ['segment']), ('CIII_c6', ['segment']), ('CIII_B1-9', ['segment']), ('CIII_c12', ['segment']), ('CIII_C24', ['segment']), ('Introduction', ['segment']), ('CIII_Nidāna', ['segment']), ('CII_Āsana', ['segment']), ('CIII_Mahatī Sīmā', ['segment']), ('CIII_Saṃghasthavira recites', ['segment']), ('CIII_c10', ['segment']), ('CIII_c17', ['segment']), ('CII_The gong', ['segment']), ('CIII_a1-8', ['segment']), ('CIII_C26', ['segment']), ('CIII_c22', ['segment']), ('CIII_Admission of wrongdoings', ['segment']), ('CIII_Poṣadhāmukha', ['segment']), ('CII_Duties', ['segment']), ('CIII_Antaroddāna', ['segment']), ('CIII_C27', ['segment']), ('CIII_Relations of visiting and resident monks during the Poṣadha', ['segment']), ('CIII_b9-16', ['segment']), ('CII_Resting', ['segment']), ('CIII_c18', ['segment']), ('CII_More meditation rooms', ['segment']), ('CIII_A9-18', ['segment']), ('CIII_c20', ['segment']), ('CII_Place of meditation', ['segment']), ('CII_Not sleeping', ['segment']), ('CIII_C23', ['segment']), ('CII_Choice', ['segment']), ('CIII_Agreement of a sick monk', ['segment']), ('CIII_Persons who disturb the Poṣadha', ['segment']), ('CIII_a10-21', ['segment']), ('CIII_b17-23', ['segment']), ('CII_Ordering of niṣadyā, kriyā and poṣadha', ['segment']), ('CII_Definition of niṣadyā', ['segment']), ('CII_Rules for meditation', ['segment']), ('CIII_Reception of learned monks', ['segment']), ('CI_Uddāna', ['segment']), ('CIII_Poṣadhakarmāṇi', ['segment']), ('CIII_c13', ['segment']), ('CIII_c9', ['segment']), ('CIII_c3', ['segment']), ('CIII_c8', ['segment']), ('CIII_C21', ['segment']), ('CIII_Poṣadha for few monks, purity', ['segment']), ('CIII_B10-18', ['segment']), ('CII_Prahāṇaśālā', ['segment']), ('CIII_A19-27', ['segment']), ('CIII_c19', ['segment']), ('CIII_C20', ['segment']), ('CIII_C10-18', ['segment']), ('CIII_Prātimokṣoddeśa', ['segment']), ('CIII_c15', ['segment']), ('CII_Qualities', ['segment']), ('CIII_Date of Poṣadha', ['segment']), ('CIII_Khuḍḍalikā Sīmā', ['segment']), ('CIII_c1-12', ['segment']), ('CIII_A1-9', ['segment']), ('CIII_c2', ['segment'])])","OrderedDict([('CIII_c1', []), ('CIII_b1-8', []), ('CIII_c24', []), ('CIII_c23', []), ('CIII_C22', []), ('CIII_a1-9', []), ('CIII_Kapphiṇa', []), ('CIII_c11', []), ('CIII_c21', []), ('CIII_Sāntarbahirmukhī Sīmā', []), ('CIII_Purity of a sick monk', []), ('CIII_c16', []), ('CII_Dakṣiṇā', []), ('CII_Prahāṇapratijāgraka, more', []), ('CII_After meditation', []), ('CIII_Definition of poṣadha', []), ('CIII_Definition of kriyā', []), ('CIII_C25', []), ('CIII_b1-12', []), ('CIII_C19-27', []), ('CIII_B19-27', []), ('CIII_Upālin', []), ('CIII_c14', []), ('CIII_Uddāna', []), ('CII_Tṛdaṇḍaka', []), ('CIII_Poṣadha for few monks, agreement', []), ('CIII_C1-9', []), ('CIII_Captured by a king', []), ('CIII_c4', []), ('CIII_c5', []), ('CIII_Prātimokṣasūtroddeśāḥ', []), ('CIII_c7', []), ('CIII_Where to go and not to go during the Poṣadha day', []), ('CIII_Monks spiritually hindered', []), ('CIII_c6', []), ('CIII_B1-9', []), ('CIII_c12', []), ('CIII_C24', []), ('Introduction', []), ('CIII_Nidāna', []), ('CII_Āsana', []), ('CIII_Mahatī Sīmā', []), ('CIII_Saṃghasthavira recites', []), ('CIII_c10', []), ('CIII_c17', []), ('CII_The gong', []), ('CIII_a1-8', []), ('CIII_C26', []), ('CIII_c22', []), ('CIII_Admission of wrongdoings', []), ('CIII_Poṣadhāmukha', []), ('CII_Duties', []), ('CIII_Antaroddāna', []), ('CIII_C27', []), ('CIII_Relations of visiting and resident monks during the Poṣadha', []), ('CIII_b9-16', []), ('CII_Resting', []), ('CIII_c18', []), ('CII_More meditation rooms', []), ('CIII_A9-18', []), ('CIII_c20', []), ('CII_Place of meditation', []), ('CII_Not sleeping', []), ('CIII_C23', []), ('CII_Choice', []), ('CIII_Agreement of a sick monk', []), ('CIII_Persons who disturb the Poṣadha', []), ('CIII_a10-21', []), ('CIII_b17-23', []), ('CII_Ordering of niṣadyā, kriyā and poṣadha', []), ('CII_Definition of niṣadyā', []), ('CII_Rules for meditation', []), ('CIII_Reception of learned monks', []), ('CI_Uddāna', []), ('CIII_Poṣadhakarmāṇi', []), ('CIII_c13', []), ('CIII_c9', []), ('CIII_c3', []), ('CIII_c8', []), ('CIII_C21', []), ('CIII_Poṣadha for few monks, purity', []), ('CIII_B10-18', []), ('CII_Prahāṇaśālā', []), ('CIII_A19-27', []), ('CIII_c19', []), ('CIII_C20', []), ('CIII_C10-18', []), ('CIII_Prātimokṣoddeśa', []), ('CIII_c15', []), ('CII_Qualities', []), ('CIII_Date of Poṣadha', []), ('CIII_Khuḍḍalikā Sīmā', []), ('CIII_c1-12', []), ('CIII_A1-9', []), ('CIII_c2', [])])"
463,PAB5CA75E,Yes,Yes,95.0,"OrderedDict([('CIII_c1', ['segment']), ('CIII_b1-8', ['segment']), ('CIII_c24', ['segment']), ('CIII_c23', ['segment']), ('CIII_C22', ['segment']), ('CIII_a1-9', ['segment']), ('CIII_Kapphiṇa', ['segment']), ('CIII_c11', ['segment']), ('CIII_c21', ['segment']), ('CIII_Sāntarbahirmukhī Sīmā', ['segment']), ('CIII_Purity of a sick monk', ['segment']), ('CIII_c16', ['segment']), ('CII_Dakṣiṇā', ['segment']), ('CII_Prahāṇapratijāgraka, more', ['segment']), ('CII_After meditation', ['segment']), ('CIII_Definition of poṣadha', ['segment']), ('CIII_Definition of kriyā', ['segment']), ('CIII_C25', ['segment']), ('CIII_b1-12', ['segment']), ('CIII_C19-27', ['segment']), ('CIII_B19-27', ['segment']), ('CIII_Upālin', ['segment']), ('CIII_c14', ['segment']), ('CIII_Uddāna', ['segment']), ('CII_Tṛdaṇḍaka', ['segment']), ('CIII_Poṣadha for few monks, agreement', ['segment']), ('CIII_C1-9', ['segment']), ('CIII_Captured by a king', ['segment']), ('CIII_c4', ['segment']), ('CIII_c5', ['segment']), ('CIII_Prātimokṣasūtroddeśāḥ', ['segment']), ('CIII_c7', ['segment']), ('CIII_Where to go and not to go during the Poṣadha day', ['segment']), ('CIII_Monks spiritually hindered', ['segment']), ('CIII_c6', ['segment']), ('CIII_B1-9', ['segment']), ('CIII_c12', ['segment']), ('CIII_C24', ['segment']), ('Introduction', ['segment']), ('CIII_Nidāna', ['segment']), ('CII_Āsana', ['segment']), ('CIII_Mahatī Sīmā', ['segment']), ('CIII_Saṃghasthavira recites', ['segment']), ('CIII_c10', ['segment']), ('CIII_c17', ['segment']), ('CII_The gong', ['segment']), ('CIII_a1-8', ['segment']), ('CIII_C26', ['segment']), ('CIII_c22', ['segment']), ('CIII_Admission of wrongdoings', ['segment']), ('CIII_Poṣadhāmukha', ['segment']), ('CII_Duties', ['segment']), ('CIII_Antaroddāna', ['segment']), ('CIII_C27', ['segment']), ('CIII_Relations of visiting and resident monks during the Poṣadha', ['segment']), ('CIII_b9-16', ['segment']), ('CII_Resting', ['segment']), ('CIII_c18', ['segment']), ('CII_More meditation rooms', ['segment']), ('CIII_A9-18', ['segment']), ('CIII_c20', ['segment']), ('CII_Place of meditation', ['segment']), ('CII_Not sleeping', ['segment']), ('CIII_C23', ['segment']), ('CII_Choice', ['segment']), ('CIII_Agreement of a sick monk', ['segment']), ('CIII_Persons who disturb the Poṣadha', ['segment']), ('CIII_a10-21', ['segment']), ('CIII_b17-23', ['segment']), ('CII_Ordering of niṣadyā, kriyā and poṣadha', ['segment']), ('CII_Definition of niṣadyā', ['segment']), ('CII_Rules for meditation', ['segment']), ('CIII_Reception of learned monks', ['segment']), ('CI_Uddāna', ['segment']), ('CIII_Poṣadhakarmāṇi', ['segment']), ('CIII_c13', ['segment']), ('CIII_c9', ['segment']), ('CIII_c3', ['segment']), ('CIII_c8', ['segment']), ('CIII_C21', ['segment']), ('CIII_Poṣadha for few monks, purity', ['segment']), ('CIII_B10-18', ['segment']), ('CII_Prahāṇaśālā', ['segment']), ('CIII_A19-27', ['segment']), ('CIII_c19', ['segment']), ('CIII_C20', ['segment']), ('CIII_C10-18', ['segment']), ('CIII_Prātimokṣoddeśa', ['segment']), ('CIII_c15', ['segment']), ('CII_Qualities', ['segment']), ('CIII_Date of Poṣadha', ['segment']), ('CIII_Khuḍḍalikā Sīmā', ['segment']), ('CIII_c1-12', ['segment']), ('CIII_A1-9', ['segment']), ('CIII_c2', ['segment'])])","OrderedDict([('CIII_c1', []), ('CIII_b1-8', []), ('CIII_c24', []), ('CIII_c23', []), ('CIII_C22', []), ('CIII_a1-9', []), ('CIII_Kapphiṇa', []), ('CIII_c11', []), ('CIII_c21', []), ('CIII_Sāntarbahirmukhī Sīmā', []), ('CIII_Purity of a sick monk', []), ('CIII_c16', []), ('CII_Dakṣiṇā', []), ('CII_Prahāṇapratijāgraka, more', []), ('CII_After meditation', []), ('CIII_Definition of poṣadha', []), ('CIII_Definition of kriyā', []), ('CIII_C25', []), ('CIII_b1-12', []), ('CIII_C19-27', []), ('CIII_B19-27', []), ('CIII_Upālin', []), ('CIII_c14', []), ('CIII_Uddāna', []), ('CII_Tṛdaṇḍaka', []), ('CIII_Poṣadha for few monks, agreement', []), ('CIII_C1-9', []), ('CIII_Captured by a king', []), ('CIII_c4', []), ('CIII_c5', []), ('CIII_Prātimokṣasūtroddeśāḥ', []), ('CIII_c7', []), ('CIII_Where to go and not to go during the Poṣadha day', []), ('CIII_Monks spiritually hindered', []), ('CIII_c6', []), ('CIII_B1-9', []), ('CIII_c12', []), ('CIII_C24', []), ('Introduction', []), ('CIII_Nidāna', []), ('CII_Āsana', []), ('CIII_Mahatī Sīmā', []), ('CIII_Saṃghasthavira recites', []), ('CIII_c10', []), ('CIII_c17', []), ('CII_The gong', []), ('CIII_a1-8', []), ('CIII_C26', []), ('CIII_c22', []), ('CIII_Admission of wrongdoings', []), ('CIII_Poṣadhāmukha', []), ('CII_Duties', []), ('CIII_Antaroddāna', []), ('CIII_C27', []), ('CIII_Relations of visiting and resident monks during the Poṣadha', []), ('CIII_b9-16', []), ('CII_Resting', []), ('CIII_c18', []), ('CII_More meditation rooms', []), ('CIII_A9-18', []), ('CIII_c20', []), ('CII_Place of meditation', []), ('CII_Not sleeping', []), ('CIII_C23', []), ('CII_Choice', []), ('CIII_Agreement of a sick monk', []), ('CIII_Persons who disturb the Poṣadha', []), ('CIII_a10-21', []), ('CIII_b17-23', []), ('CII_Ordering of niṣadyā, kriyā and poṣadha', []), ('CII_Definition of niṣadyā', []), ('CII_Rules for meditation', []), ('CIII_Reception of learned monks', []), ('CI_Uddāna', []), ('CIII_Poṣadhakarmāṇi', []), ('CIII_c13', []), ('CIII_c9', []), ('CIII_c3', []), ('CIII_c8', []), ('CIII_C21', []), ('CIII_Poṣadha for few monks, purity', []), ('CIII_B10-18', []), ('CII_Prahāṇaśālā', []), ('CIII_A19-27', []), ('CIII_c19', []), ('CIII_C20', []), ('CIII_C10-18', []), ('CIII_Prātimokṣoddeśa', []), ('CIII_c15', []), ('CII_Qualities', []), ('CIII_Date of Poṣadha', []), ('CIII_Khuḍḍalikā Sīmā', []), ('CIII_c1-12', []), ('CIII_A1-9', []), ('CIII_c2', [])])"
